SKU,Title,Description,WebDisplay,Product URL,Image URL,price,List Price,Manufacturer,ManufactModel,UPC,Promo Text,Availability,Condition,,
0601495,Continental 700x28-47 (27x1 1/4) Schrader Valve Tube,"Continental 700x28-47 (27x1 1/4) Schrader Valve Tube. Continental quality for your hybrid or vintage road bike. Excellent construction and name-brand performance gives you a more reliable tube. Lighter weight than the no-name tubes on the market today and",Bicycles > Tubes,0601495/nt,http://www.bicyclebuys.com/productimages/0601495.jpg,7.5,7.5,Continental,0180504,4019238204087,Free Shipping On Orders Over $150.00,Yes,New,,"Continental 700x28-47 (27x1 1/4) Schrader Valve Tube. Continental quality for your hybrid or vintage road bike. Excellent construction and name-brand performance gives you a more reliable tube. Lighter weight than the no-name tubes on the market today and"
0721202PART,Cannondale Slice Full Finger Glove,"Cannondale Slice Full Finger Glove is the most popular inclement weather glove in the Cannondale range. Windproof and weatherproof Arctic Barrier fabric uses a soft shell technology that allows the same coverage while providing a large range of stretch. S",Bicycles > Cycling Gloves,0721202PART/nt,http://www.bicyclebuys.com/productimages/0721202PART.jpg,34.99,40,Cannondale,0G451,,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Slice Full Finger Glove is the most popular inclement weather glove in the Cannondale range. Windproof and weatherproof Arctic Barrier fabric uses a soft shell technology that allows the same coverage while providing a large range of stretch. S"
0750118OLC,Pace Cycling Cap 1LessCar,"Pace Cycling Cap 1LessCar  Not only are these caps stylish and keep the sun out of your eyes, but they also go towards a good cause.",Bicycles > Cycle Hats/Caps,0750118OLC/nt,http://www.bicyclebuys.com/productimages/0750118OLC.jpg,14.99,17,Pace Clothing,15-0010,836481006206,Free Shipping On Orders Over $150.00,Yes,New,,"Pace Cycling Cap 1LessCar  Not only are these caps stylish and keep the sun out of your eyes, but they also go towards a good cause."
0721204,Cannondale Slice Balaclava,"Cannondale Slice Balaclava features Arctic Barrier fabric, which uses weatherproof soft-shell technology with remarkable stretch and insulation for greater rider comfort. Snug fit for optimum performance under a helmet, provides generous head and neck cov",Bicycles > Winter Clothing / Accessories,0721204/nt,http://www.bicyclebuys.com/productimages/0721204.jpg,34.99,40,Cannondale,0H430/BLK,884603233337,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Slice Balaclava features Arctic Barrier fabric, which uses weatherproof soft-shell technology with remarkable stretch and insulation for greater rider comfort. Snug fit for optimum performance under a helmet, provides generous head and neck cov"
LGTRXSPPART,Louis Garneau Tri X Speed Cycling Road Shoe,"The Louis Garneau Tri-Xspeed Shoe has an offset positioned Power Flex Strap that extends from the inner arch to the outer tendons to secure heel placement and reduce metatarsal pressure. A rear pull hoop is anchored from the bottom of the heel for an effi",Bicycles > Road Shoes,LGTRXSPPART/nt,http://www.bicyclebuys.com/productimages/LGTRXSPPART.jpg,99.99,120,Louis Garneau,1487163,,Free Shipping On Orders Over $150.00,Yes,New,,"The Louis Garneau Tri-Xspeed Shoe has an offset positioned Power Flex Strap that extends from the inner arch to the outer tendons to secure heel placement and reduce metatarsal pressure. A rear pull hoop is anchored from the bottom of the heel for an effi"
0721201,Cannondale Slice Headband,"Cannondale Slice Headband. Arctic Barrier fabric uses weatherproof soft-shell technology with remarkable stretch and insulation for greater rider comfort. Snug fit for optimum performance under a helmet.",Bicycles > Winter Clothing / Accessories,0721201/nt,http://www.bicyclebuys.com/productimages/0721201.jpg,24.99,30,Cannondale,0H431,884603185759,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Slice Headband. Arctic Barrier fabric uses weatherproof soft-shell technology with remarkable stretch and insulation for greater rider comfort. Snug fit for optimum performance under a helmet."
0721200,Cannondale Skull Cap,"Cannondale Skull Cap. One size fits all, super toasty cap for your head. Wear it under your helmet or on it's own. Low-slung band for ear protection. Fleece liner.",Bicycles > Winter Clothing / Accessories,0721200/nt,http://www.bicyclebuys.com/productimages/0721200.jpg,17.99,20,Cannondale,0H422/BLK,884603158780,Free Shipping On Orders Over $150.00,Yes,New,,"Cannondale Skull Cap. One size fits all, super toasty cap for your head. Wear it under your helmet or on it's own. Low-slung band for ear protection. Fleece liner."
0601473,Michelin A3 ProTek Max 700x35-42 Self-Sealing Tube Schrader,"Michelin A3 ProTek Max 700x35-42 Self-Sealing Tube Schrader. Thanks to its uneven design, the MICHELIN Protek Max has a compression reaction in the event of piercing or nipping (the hole closes up naturally) whereas a classic inner tube has an extensio",Bicycles > Tubes,0601473/nt,http://www.bicyclebuys.com/productimages/0601473.jpg,9.99,13,Michelin,060 975,3528700609752,Free Shipping On Orders Over $150.00,Yes,New,,"Michelin A3 ProTek Max 700x35-42 Self-Sealing Tube Schrader. Thanks to its uneven design, the MICHELIN Protek Max has a compression reaction in the event of piercing or nipping (the hole closes up naturally) whereas a classic inner tube has an extensio"
0601469,Michelin C4 ProTek Max 26x1.85-2.30 Self-Sealing Tube Presta,"Michelin C4 ProTek Max 26x1.85-2.30 Self-Sealing Tube Presta. Thanks to its uneven design, the MICHELIN Protek Max has a compression reaction in the event of piercing or nipping (the hole closes up naturally) whereas a classic inner tube has an extensi",Bicycles > Tubes,0601469/nt,http://www.bicyclebuys.com/productimages/0601469.jpg,9.99,13,Michelin,951 590,3528709515900,Free Shipping On Orders Over $150.00,Yes,New,,"Michelin C4 ProTek Max 26x1.85-2.30 Self-Sealing Tube Presta. Thanks to its uneven design, the MICHELIN Protek Max has a compression reaction in the event of piercing or nipping (the hole closes up naturally) whereas a classic inner tube has an extensi"
0601468,Michelin C4 ProTek Max 26x1.85-2.30 Self-Sealing Tube Schrader,"Michelin C4 ProTek Max 26x1.85-2.30 Self-Sealing Tube Schrader. Thanks to its uneven design, the MICHELIN Protek Max has a compression reaction in the event of piercing or nipping (the hole closes up naturally) whereas a classic inner tube has an exten",Bicycles > Tubes,0601468/nt,http://www.bicyclebuys.com/productimages/0601468.jpg,9.99,13,Michelin,443 122,3528704431229,Free Shipping On Orders Over $150.00,Yes,New,,"Michelin C4 ProTek Max 26x1.85-2.30 Self-Sealing Tube Schrader. Thanks to its uneven design, the MICHELIN Protek Max has a compression reaction in the event of piercing or nipping (the hole closes up naturally) whereas a classic inner tube has an exten"
0790583PART,Louis Garneau Massimo Airgel Bib Tight,"Louis Garneau Massimo Airgel Bib Tight will keep you warm for sure.  The Bib Tights have Light WindDry 2 panels to shield you from the cold and a brushed interior to retain warmth. Airgel chamois provides superior comfort with ventilated gel inserts.",Bicycles > Bib Tights,0790583PART/nt,http://www.bicyclebuys.com/productimages/0790583PART.jpg,169.99,200,Louis Garneau,1069079,,Free Shipping On Orders Over $150.00,Yes,New,,"Louis Garneau Massimo Airgel Bib Tight will keep you warm for sure.  The Bib Tights have Light WindDry 2 panels to shield you from the cold and a brushed interior to retain warmth. Airgel chamois provides superior comfort with ventilated gel inserts."
0810017PART,Honey Stinger Organic Energy Waffle,"Honey Stinger Organic Waffles make a great tasting snack. Inspired by Lance Armstrong who suggested we produce our own version of similar waffles which are sold throughout Europe and eaten by professional cyclists. Honey Stinger Organic Waffles are the on",Bicycles > Energy Food and Drinks,0810017PART/nt,http://www.bicyclebuys.com/productimages/0810017PART.jpg,1.39,2,Honey Stinger,,,Free Shipping On Orders Over $150.00,Yes,New,,"Honey Stinger Organic Waffles make a great tasting snack. Inspired by Lance Armstrong who suggested we produce our own version of similar waffles which are sold throughout Europe and eaten by professional cyclists. Honey Stinger Organic Waffles are the on"
0603100PART,Vittoria Diamante Pro III Radiale,"Vittoria Diamante Pro Radiale. An expantion on Vittoria's nylon casing technology now features a radial casing. Radial casing is different to conventional casing; The cord plies of radial casing are set at 85° to the direction of travel (from bead to bead",Bicycles > Road Tires,0603100PART/nt,http://www.bicyclebuys.com/productimages/0603100PART.jpg,54.99,65,Vittoria,111.3DD.22,,Free Shipping On Orders Over $150.00,Yes,New,,"Vittoria Diamante Pro Radiale. An expantion on Vittoria's nylon casing technology now features a radial casing. Radial casing is different to conventional casing; The cord plies of radial casing are set at 85° to the direction of travel (from bead to bead"
1700000PART,Zefal Z Cross AL Pump,"Zefal Z Cross AL Pump is a high-volume mini-pump constructed of 100% aluminum for durability and lightness. Z-FLIP Zéfal system: easy and simple switch from Schrader to Presta valve.",Bicycles > Frame Pumps,1700000PART/nt,http://www.bicyclebuys.com/productimages/1700000PART.jpg,29.99,35,Zefal,,,Free Shipping On Orders Over $150.00,Yes,New,,"Zefal Z Cross AL Pump is a high-volume mini-pump constructed of 100% aluminum for durability and lightness. Z-FLIP Zéfal system: easy and simple switch from Schrader to Presta valve."
1700006,Zefal Profil Max FP30 Floor Pump,"Zefal Profil Max FP30 Floor Pump features a Gauge with magnifying lens, making it easy to read. It's large hose moves air like nothing in it's class and has the Universal patented Z-Switch system
Handle lock.",Bicycles > Floor Pumps,1700006/nt,http://www.bicyclebuys.com/productimages/1700006.jpg,39.99,50,Zefal,086301,643187012130,Free Shipping On Orders Over $150.00,Yes,New,,"Zefal Profil Max FP30 Floor Pump features a Gauge with magnifying lens, making it easy to read. It's large hose moves air like nothing in it's class and has the Universal patented Z-Switch system
Handle lock."
1700007,Zefal Profil Max FP50 Floor Pump,"Zefal Profil Max FP50 Floor Pump features a Wide gauge with magnifying lens for an easier reading experience. Extra long hose is perfect for the oddball positions we sometimes find ourselves in. Steel base for a better stability, reported to be bulletproo",Bicycles > Floor Pumps,1700007/nt,http://www.bicyclebuys.com/productimages/1700007.jpg,49.99,60,Zefal,086501,643187012147,Free Shipping On Orders Over $150.00,Yes,New,,"Zefal Profil Max FP50 Floor Pump features a Wide gauge with magnifying lens for an easier reading experience. Extra long hose is perfect for the oddball positions we sometimes find ourselves in. Steel base for a better stability, reported to be bulletproo"
1700008,Zefal Profil Max FP70 Floor Pump,"Zefal Profil Max FP70 Floor Pump has an Extra wide gauge easy to read. Extra long hose and Z-Flip head system with aluminium lever. Ergonomic dual material comfort handle. Exceptional stability with its wide aluminum base.",Bicycles > Floor Pumps,1700008/nt,http://www.bicyclebuys.com/productimages/1700008.jpg,69.99,80,Zefal,086701,643187012154,Free Shipping On Orders Over $150.00,Yes,New,,"Zefal Profil Max FP70 Floor Pump has an Extra wide gauge easy to read. Extra long hose and Z-Flip head system with aluminium lever. Ergonomic dual material comfort handle. Exceptional stability with its wide aluminum base."
1011109,Shimano Acera RD-M390 GS 9 Speed Rear Derailleur,"Shimano Acera RD-M390 GS 9 Speed Rear Derailleur. The latest in updates for shimano in 2012, the RD390 is the Mega9 system's most affordable replacement derailleur. 277g.",Bicycles > Rear Derailleur,1011109/nt,http://www.bicyclebuys.com/productimages/1011109.jpg,29.99,40,Shimano,ERDM390SGSL,689228676343,Free Shipping On Orders Over $150.00,Yes,New,,"Shimano Acera RD-M390 GS 9 Speed Rear Derailleur. The latest in updates for shimano in 2012, the RD390 is the Mega9 system's most affordable replacement derailleur. 277g."
0147048,CygoLite Expilion 350 USB Rechargeable Headlight,"CygoLite Expilion 350 USB Rechargeable Headlight. State-of-the-Art Cree XPG LED technology supercharges the ExpiliOn's brightness while the quick release internal Li-Ion battery stick gives riders the complete package: brightness for the trails, compact s",Bicycles > Head Lights,0147048/nt,http://www.bicyclebuys.com/productimages/0147048.jpg,99.99,130,CygoLite,EXP-350-USB,745025015126,Free Shipping On Orders Over $150.00,Yes,New,,"CygoLite Expilion 350 USB Rechargeable Headlight. State-of-the-Art Cree XPG LED technology supercharges the ExpiliOn's brightness while the quick release internal Li-Ion battery stick gives riders the complete package: brightness for the trails, compact s"
0791408,Mavic Winter Underhelmet Cap,"Mavic Winter Underhelmet Cap. A underhelmet cap with Tech Dry ST to protect your head and ears from cold and wind. Highly water resistant. The moisture wicking terry band adds to comfort.",Bicycles > Cycle Hats/Caps,0791408/nt,http://www.bicyclebuys.com/productimages/0791408.jpg,24.99,25,Mavic,996743,080694983772,Free Shipping On Orders Over $150.00,Yes,New,,"Mavic Winter Underhelmet Cap. A underhelmet cap with Tech Dry ST to protect your head and ears from cold and wind. Highly water resistant. The moisture wicking terry band adds to comfort."
